SOURCE,TITLE,BOOK,PART,AUTHOR,CHAPTER_NAME,CHAPTER_NUMBER,SPEAKER,TEXT_TYPE,TEXT,CHARACTERS,LOCATIONS,ARTIFACTS
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"Here, as in the Old Lay of Gudrún itself, Brynhild is the daughter of Budli, and the sister of Atli. Since in my father’s version of the story Brynhild was not associated with Atli this element is absent from his Lay of Gudrún. ‘There is no trace in Atlakviða of Brynhild and all that complication,’ he wrote, ‘and in so far as the motive is apparent – it is not explicit – it is the greed of Atli and the cursed hoard that are at the bottom of the trouble.’ On the drink of oblivion see the note to 17–28.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"10–16 Atlakviða and Atlamál do not take up the story until the coming of Atli’s messenger to the Gjúkings. The primary source for the story of Gudrún after the death of Sigurd is Guðrúnarkviða en forna (which has the story that Sigurd was not murdered in his bed but out of doors, see the note to IX.51–64 in the Lay of the Völsungs). In this poem Gudrún looks back in lamentation, and tells how she went and sat at night by the body of Sigurd where it lay in the forest; from there she wandered on and came at last to Denmark. It was in Denmark with Thora Hákon’s daughter that the tapestry was woven, and it was there that Gunnar and Högni came to her, together with Grímhild.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"In the Lay (stanza 2) Gudrún is said to have gone ‘witless wandering in woods alone’, and when Grímhild and her sons found her she was still living alone, and weaving her tapestry in a ‘woodland house’ (10).",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"In the brief text (iii) concerning this poem given on pp.52–53 my father wrote: ‘Gudrún did not take her own life, but for grief was for a time half-witless. She would not look upon her kinsmen nor upon her mother, and dwelt apart in a house in the woods. There after a while she began to weave in a tapestry the history of the Dragon-hoard and of Sigurd.’ Thus the introduction of the tapestry in the Eddaic poem became a device, having a wholly different content, to link Guðrúnarkviða en nýja to Völsungakviða en nýja.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"17–28 An important element in Guðrúnarkviða en forna which is absent from the Lay of Gudrún is the draught of forgetfulness given to Gudrún by Grímhild, intent on making her forget her injuries and consent to be wedded to Atli. In the poem, followed by the Saga, several stanzas are devoted to Grímhild’s potion, and its curious ingredients enumerated at length. But very strangely, the draught has no effect on Gudrún’s mind: in the verses that follow she fiercely withstands Grímhild’s persuasions; and it has been commonly supposed therefore that stanzas have been disordered, those referring to the potion being placed too early.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"My father did not accept this explanation. The first draft of oblivion, administered by Grímhild to Sigurd, he believed to have been invented ‘to account for the difficulties raised by the previous betrothal of Sigurd and Brynhild’ (see p.244). ‘Here,’ he wrote, ‘we have the same mechanism again resorted to – and I think deplorably: for the mere repetition is distasteful, these drinks of Grímhild are too powerful or too powerless: why not give one to Atli too, and make him forget the Hoard!’",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"He thought it very probable that the stanzas relating to Grímhild’s drink of forgetfulness was an interpolation by a later hand. In his Lay of Gudrún it is gone, and Gudrún (as is seen from stanza 28) submitted without sorcery to the strength of purpose of her formidable mother. In the Saga her last words to Grímhild were ‘Then so it must be, but it is against my will; and no joy will come of it, but rather grief.’",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"22 Gudrún’s dream is repeated from the Lay of the Völsungs, VII.2–4; lines 5–8 of the present stanza, referring to Atli, are repeated from VII.4, with change of ‘A wolf they gave me’ to ‘A wolf thou gavest me’.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,23 ‘boot’: remedy.,,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"24 ‘dreed’: endured (as in the Lay of the Völsungs, VIII.4).",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"29 ‘of gold he dreamed him’: this is a relic, apparently, of an old impersonal construction of the verb ‘dream’: ‘he dreamed of gold’. These lines reappear in stanza 33.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"32–34 In Atlamál the life of Atli and Gudrún has been a horror of hatred and dissension; stanzas 32 and 34 of the Lay suggest rather the story glimpsed in Atlakviða, where when Gudrún stabs Atli in his bed it is said:",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"‘Often had the ways of love been better, when those twain were wont many a time to embrace before their noble court.’ In the Lay of Gudrún Atli is explicitly presented as torn between his love of Gudrún and his desire for the Niflung hoard.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,35 In Atlamál (followed by the Saga) Gudrún overheard what Atli and his men said together in secret; in the Lay this is changed to her overhearing what Atli muttered in his sleep.,,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"36 ‘kith’: friends, neighbours, acquaintance (the original sense of the word in the phrase ‘kith and kin’); again in stanza 40.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"37–48 The narrative elements of the Hunnish messenger and the ring and runes sent by Gudrún are derived from both Atlakviða and Atlamál. The name Vingi is from Atlamál, but ‘Cold fell his cry’ (38) comes from Atlakviða, where Atli’s messenger, there called Knefröðr, kallaði kaldri röddu ‘cried with a cold voice’, which as my father noted bore here a distinct sense, ‘ill-boding, fateful’.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"From Atlakviða come also the great gifts offered by Atli, and the words of Gunnar and Högni concerning Atli’s invitation. In Atlakviða Gudrún’s warning takes this form, in Högni’s words:",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_POEM,Hár fann ek heiðingja riðit í hring rauðum. Ylfskr er vegr okkar at ríða örindi.,,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"(I found a hair of the heath-roamer / wound in the red ring./ Treacherous as a wolf is the road for you and me / if we ride on this errand.) But in Atlamál the wolf’s hair is eliminated, and Gudrún sent a message in runes, which Vingi altered before he delivered it.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"In the Lay of Gudrún both motives are combined (stanzas 44–5), and in this my father was following the Saga and the note entitled Dráp Niflunga in the Codex Regius. This latter adds that the ring was Andvaranaut (taken by Sigurd from Brynhild and given to Gudrún: but not so in the Lay of the Völsungs, see the note to IX.9–10).",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"39 ‘boon’: request, entreaty.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"40 ‘dights’: prepares, makes ready.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"42–58 I set out here the interweaving of sources in this passage in some detail, since it exhibits very clearly my father’s narrative method in this poem.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"In Atlakviða, Gunnar asks his brother why they should be tempted by Atli’s bounty when they themselves own such wealth and such arms (see the Lay stanzas 42–3), and Högni, not replying directly, speaks of the wolf’s hair twisted round Gudrún’s ring. With no further direct indication of Gunnar’s thoughts, he at once makes the decision to go, crying Úlfr mun ráða arfi Niflunga, the wolf shall possess the heritage of the Niflungs, if he does not return. In Atlamál, on the other hand, neither Gunnar nor Högni are shown to hesitate at all. The runic message that replaced the wolf’s hair of Atlakviða causes them no disquiet. It is only subsequently that Högni’s wife Kostbera examines the runes and perceives that they have been overlaid on those originally cut; but Högni dismisses her warning, as he also dismisses her warning dreams. Gunnar’s wife Glaumvör likewise has oppressive dreams, but they too are dismissed by Gunnar; and the brothers set out next morning. Kostbera and Glaumvör appear only in Atlamál and are not taken up into the Lay of Gudrún.",,,
